,growth_factor_fmp,inflation_factor_fmp,real_rates_factor_fmp,credit_factor_fmp,currency_factor_fmp,liquidity_factor_fmp,tail_risk_factor_fmp,growth_factor,inflation_factor,real_rates_factor,credit_factor,currency_factor,liquidity_factor,tail_risk_factor
1977-05-31,-2.42295602818699,0.5028085860100658,0.011847526178849571,1.1548223448540793,0.5753056069138417,0.11817662207273621,-1.045660831407086,0.9071188470685971,-0.6964854346071867,-0.21451778087108414,-1.1010801378606854,0.0380349743653814,-0.40895047714219696,-1.370146372873888
1977-06-30,0.12493262955799583,0.4333147317959471,-1.1498069008602319,0.8373150521627628,-0.022352209061943462,-1.5494603904378703,-1.7455008171090587,-0.987380131938762,-0.06613468072444045,-1.6490860842506858,0.7749734625210573,-0.03986438525110972,-0.6121583922735716,-0.4567943877685484
1977-07-31,-2.659558027098477,0.9406744827524858,0.6737410833656575,2.1426299724339555,-0.7896162876461171,2.208246622729604,-1.663666553969767,0.2813963680980752,-0.06577666191164484,0.3549416617191255,-0.7303731508632427,-0.8658600342274358,0.0014512763500315,-0.5792017305106842
1977-08-31,-1.7699050212052336,1.7925961689608687,-0.6442509235744017,0.8053356619311374,0.0753081218796676,2.003259686324895,-1.9013855254168954,-0.9519778708215041,-0.06542439467628938,-0.7486495107021496,-0.6990298245633999,1.809761222262437,-0.7849829044453558,0.16003296130838693
1977-09-30,0.2230645645487434,-1.3404430355751222,0.4548425078444742,-1.251029968215642,-1.641694334536067,4.571085057464769,2.3866719005215953,-0.3447304962658643,-0.7002967988413388,0.3949862053717228,0.17122426086408818,-0.17982787259395946,-1.3274890416815606,0.24162601337459302
1977-10-31,-1.9370938380227576,-0.515712982607721,1.075520072909596,0.20692058164427035,-2.0237099279707036,3.2464833164612164,2.0784378618782555,0.49653736867362347,-0.05776916772743634,0.7574294784896569,-0.7288980702760061,-1.8763690366107928,-0.8445918434956848,-0.4207577334076253
1977-11-30,0.6761284658719189,0.07231121026904545,-0.2501555681414656,-0.18694669267823755,-0.31028877780782066,-1.9181251392324297,-0.3709331347174664,0.22393794310758786,0.26359155570665754,-0.2709812836482423,-0.11202508101559315,-0.6115078913976135,-0.13784974336790923,-1.1337605168873586
1977-12-31,0.8492887905035189,-0.5327402581819105,0.30737441425723605,-0.22860631094904466,-2.5687894332440635,1.410920413711522,0.8625570018501107,1.2302650159862387,-0.060516574634223955,0.2756630641515414,-0.731454474395763,-3.4709078438223946,-0.37323890364553475,0.06761439497545386
1978-01-31,-0.06882542542948,1.683426332839475,0.6573914910721762,1.9900972523338847,-1.3246254946382117,6.387340947705348,-1.180107614024495,-0.8361422009432693,0.2641599373158151,0.32071958514027005,-0.9594606027877921,-0.5271087311864637,1.4331495662250344,-0.3004407567572716
1978-02-28,-1.26447906453977,1.8610228623463225,0.6794534780579359,2.1065101174232757,-2.3486389700426638,4.544163304972078,-3.0153665061233754,-0.5262550326970106,-0.06321244225764448,0.24769069374856661,-0.13786524441904938,-0.8720004460183423,-0.9251283703071764,0.24296825479834686
1978-03-31,2.013762901014623,-1.2293824905998387,-0.01840858975852197,-2.5531305175253283,-0.2028238646598255,-3.2959945346637918,1.313406455569761,-0.31941566297349466,0.2647423191996725,0.3633676229929423,0.04276169152484356,0.9834166623875897,0.7397489657002118,-0.35539429385982374
1978-04-30,-1.8517905190902906,0.2892574682547686,0.18866800429587016,-0.5325974070271958,0.4358454635305611,-7.309728317537588,-2.9642628541767877,0.9082348556699396,0.918112338683767,0.32510533544442516,0.21308929119912207,1.8081646260368962,-0.6888408220015937,0.4334430695517597
1978-05-31,3.5842658761963855,-1.0277563579986817,0.2897731893596611,-1.7224329325590602,-1.46852726319149,4.3657850484839535,2.755141609025182,0.832454143716513,1.2337139785945785,0.6880462740316954,-0.10006766915406852,-0.5685255666007903,-0.45409129351964983,-1.349822360897734
1978-06-30,-4.162629768841965,1.5190644343226678,0.723369670733255,2.6024207915591986,-1.8892367988184717,0.9639536667715289,-3.5136820042825736,0.0749374346574668,0.895499280817674,0.10126380921624194,-0.4969080664449399,-1.42349689624664,-0.8805393540907445,-0.38382902391215984
1978-07-31,1.296040799454733,-0.8513135979431341,-0.47225997941112524,-0.1002054655884658,-4.248342974895861,-1.018313351770519,1.1674193288978039,0.5556034211647152,0.8877760330083654,-0.5573492558978207,-0.878382252037865,-2.502936591021885,-0.42697948851083817,-0.43834657512529845
1978-08-31,-0.2639692833699701,-0.33728015654845495,-0.23453319092773825,-0.16223377960951976,-1.9873124371690645,0.15153018890407485,0.3518544077691535,-0.688827738352392,0.22479834280807914,-0.8075056935671328,1.114758866365913,-1.0927845385862602,0.5299480003947625,-0.5073772113330433
1978-09-30,0.35838728695360345,-1.0083273161634903,0.36371622409762094,-0.8766309506330703,-1.6221533660309695,0.06480365214179068,2.451746957294584,0.04162006361299758,1.20785840329406,0.5913159705100935,-0.9514451660985672,-1.3723431988002117,-0.20991465337611623,-1.4818659457940195
1978-10-31,0.6768965728386933,-0.40001827896884296,1.657915652797732,0.6195573638971891,-4.827426028837982,6.953741329742208,4.041189556170248,-0.16733510132189708,1.1940646089533065,1.5127545014945873,-0.839688674626808,-4.743667017860108,-0.6050602117658513,1.6488944137906771
1978-11-30,-2.3123692413877595,-0.2327982321034519,-0.4095268853813583,-1.827236840830049,8.406800660263581,-9.364651731535186,-1.4271812078194912,0.3925264779627243,0.20011093224199264,-0.39530812818346933,1.2201395310666079,6.173706624613673,1.3942777332245804,0.9083236855394914
1978-12-31,0.401071200615109,-1.5336693325862685,0.6532952797559495,-0.0764719784660952,-5.364978580027126,1.6010076333595378,4.927494330135009,-0.6958654560390336,0.19916249374613287,0.23391901403259605,-0.9646706690906508,-2.7398052916533127,-0.16559973831145136,0.14880010666894924
1979-01-31,4.007983409968374,-2.550085881991276,-1.0504373588851457,-3.7503757164411815,1.092405236963239,6.1248773649770705,3.798600542452845,-0.340624105310812,1.1878457651027543,-1.2077695324750592,0.693755463935335,2.086995416994788,0.17218818070589617,0.9025688736399495
1979-02-28,6.596961840641459,-0.5123386559906157,0.08171913843043732,-2.96116158883648,0.31315184551392167,7.513765238178059,4.7581757416794614,-0.12706691388120636,1.4986824137724832,0.6425216790963634,-0.7517630029220442,-1.1126530379773518,0.8241726059915485,-0.6511018484956481
1979-03-31,0.9625314272524257,0.2552001988339013,-0.5162190894784807,-0.17874606763085354,0.2639858606179697,-2.1577294193824335,-2.4607296343866683,-0.19745719175495052,1.4771660731273286,-0.3299837838795792,1.3973078720249776,0.2089596880307133,-0.2673114360699862,-0.8343172477334572
1979-04-30,-0.02791111140968125,1.0264488075731275,0.690372532153142,0.19376731520228402,-0.3624069995524775,2.3121496675592383,-1.8384113701276124,-0.5523593464876304,1.4565528450945662,0.8891176871870222,-0.5529189615915149,1.0277411263497382,-0.4454581970477109,-0.7291748611493324
1979-05-31,-6.816122019650345,4.350672904214593,-0.34476331492968104,3.217165799054821,-3.0340134631349907,-2.0510133303023985,-2.2496884049274457,-0.655960527070819,1.752131654974585,-1.1379346532621695,1.3312169059811574,-0.059903614084762385,0.1973451744304249,1.0168457774243072
1979-06-30,-0.010747626520909243,0.7013442598045102,-1.8225814302720689,1.2922165713714155,-1.7954529427855002,-6.594403531409795,-0.8953537273422153,-0.6161953116826606,1.7215363349156365,-3.5127169069556103,2.8464120288706134,-1.2792760923701088,0.7258578881896457,1.182481234325699
1979-07-31,-1.1070318722063384,4.113842813684269,-0.2646638007997465,-0.27147506504728297,-0.4954615948767645,-2.0662655241038546,-1.9727252523688183,-0.5050818649721296,1.6924929835966385,-0.5097849442554659,-1.686986743550903,-0.6802210866795252,-0.09240276847372594,0.683435140420389
1979-08-31,3.64610459990724,3.7973642706120945,-0.3106368232188259,-3.3177770618510856,-0.5522965702485508,-2.0427925999484855,-2.1857110594711697,-0.646051883051207,1.3564457393990716,0.254803875031037,-0.5248233296346685,0.33763035331578944,0.8457789354503985,0.9647538064223317
1979-09-30,7.87610566005874,-1.1037729978815929,0.21956270814668716,-1.355096758008169,-5.26464517448241,12.385647787096772,5.6678348216210415,0.04396791112762563,1.0292972571167287,0.4662155234937858,-0.9174630040447194,-1.789358619318859,0.36597904857647273,0.6745987899098459
1979-10-31,-6.6867021666720134,3.5518280594139977,4.063837509575158,0.19448604578877918,2.782013763050179,-0.20038894013320901,-3.1558176029620957,-0.21048989735177911,1.6390981931813695,4.492054889853966,-2.576754041849087,3.3756977170094475,0.4153549312534764,1.3204224100729096
1979-11-30,5.573901530900094,1.663813362690447,-1.6057790721274263,-0.2095141132529097,-2.3184844877353465,1.6953041214689855,-0.34444250143226557,-0.3553432433636239,1.614190738250434,-1.2911890170213824,3.9140873359039743,-1.4724050164810545,0.03684454328203194,0.29351708696141987
1979-12-31,2.24941321490342,2.198949719079459,-0.8332994294448532,1.9362616871119955,-5.284617826806816,5.304236362358102,0.4798318885507704,-1.1529209144628274,1.8906600389351678,-2.2680522987303138,2.5853774623581387,-0.6658055692401894,0.9342037469028179,0.9825513789226807
1980-01-31,11.12793599966447,-2.9031427475390124,0.741272572112978,-4.5532075504982705,-4.318179828809343,13.269067761308746,7.682133169646498,0.5332321309244857,2.43771495491378,1.8159816675737996,-1.778478799147411,-0.2580333753466094,1.2627701319027949,0.480172189838156
1980-02-29,-5.041017672268843,2.7591971404217484,4.026623959439881,-2.3808497171724596,1.16496351910654,-5.685579168187054,-2.56099627186381,1.4712157315626517,2.0870162057302295,4.854374788674327,-4.209006608615203,1.634402486034917,1.5384931456412627,0.7732531821429811
1980-03-31,-9.902568033918431,5.802848295662241,0.4422544123875385,6.024454581675795,7.2989698833337755,-1.703961441416541,-10.032224668413086,-2.348039368373683,2.32346658523657,-0.5219101502647664,5.262443779153396,4.442258797854479,1.6235694040404223,0.8066714788201709
1980-04-30,1.1508166766534957,3.2430042731629767,-5.717827480885027,5.38348941637408,-4.22207277435448,-3.278052042647022,-5.052291233619393,-2.1532924039275847,1.1381000474531082,-5.914122564222796,6.920171224627126,-4.948097236959194,1.897801545179949,1.749620284824746
1980-05-31,1.8615990333576604,1.5057482396979411,-1.7838190032099255,1.8052602673155282,-3.3060070388602583,-0.30381732467321265,-3.414139196617256,-2.696076903050518,1.1277826042464374,-1.599443122167931,0.8879727174029776,-2.004155698776102,1.4333128635450347,0.034485738496844276
1980-06-30,-0.5422578657079349,0.6084442220647428,-0.9419650010430319,2.0041737142096245,-6.9375981935067355,4.04368588004837,0.8916842017689238,0.37098622678371845,1.1177414709475915,-1.2091573908488564,-0.5881760190880309,-0.7376891164446369,0.6093410371858813,0.854696497583979
1980-07-31,0.31219744384437237,0.1586155451262659,1.3725073145066093,-1.8579776985105585,0.3038333609179075,-7.00707272405424,-1.9989979354946736,1.6605565378314435,-1.4970589445898423,1.7113989495912905,-2.51281916486844,0.43755898565326423,0.18126492897185778,-0.5052866576741513
1980-08-31,-4.331554475963114,0.11957586141206497,2.944831805660688,-0.2039959002603216,-2.640788417810872,-2.794699811135608,-0.519293640698101,3.4614964708643985,0.2492429246051204,2.2364271954355255,-2.6569125116854044,-0.5069659297160795,0.25105363896428634,-0.46890500333646523
1980-09-30,1.7725720432390384,-1.995996186884678,0.8301875978138652,-0.29806472110058185,-2.3313230967454217,-0.4183182184588105,2.3892992446815633,1.5063094784270088,0.5388540627266396,0.8657923509793175,0.39615258894302996,-0.00016496970701099234,-0.06750448968572657,-0.5771951354644315
1980-10-31,0.3696324035529165,0.3827693680396397,1.3129507340384727,-1.320322274494562,1.1606793662045216,-2.1018143528368802,-2.3400229337829463,1.7397422472884216,1.115368886558155,1.7781687257298642,1.3788445415183217,0.7749071003082173,0.08867210404901153,-0.08842599146629136
1980-11-30,-2.580633784888371,-0.30753910908877957,0.7769611751749389,-0.9676295628312291,-0.7571586698457654,-11.509932836826167,-0.5082063075989682,0.8597544154626318,1.3923784844946943,0.7688145099575869,-3.2854719533693397,1.36167788591637,1.148351728259073,-0.03562684552558989
1980-12-31,-1.9144294768427392,3.275938088202719,-0.6589139617467134,3.5824937600311944,1.767749752598554,-1.385981405987551,-4.598874557030048,-1.675899155654866,0.8038918754834864,-1.1387657800621227,2.231813093343694,0.7600281596475005,-0.3493723262376564,0.2427030251782132
1981-01-31,0.4632283347690158,1.4895067665675354,0.4182511892025734,0.1223697831445339,5.651201093840459,0.3506255948644661,-3.3271956877308675,-1.2138868868795671,0.7989704592103791,0.6297003006607788,-0.1907107621176412,3.103824490323126,1.865729637064924,0.30673467941253063
1981-02-28,-2.9200606621241856,0.6453186885153521,2.044064258084985,-0.9805377252658116,1.094367007743428,-4.485336396122075,-1.2339886129494237,-0.12126843624977245,0.7941385455612592,2.1855822578220567,-1.7537200312186667,2.1133339662391064,0.5527859060700736,-1.014655814220709
1981-03-31,1.2883411715651474,-1.1991568624303646,-0.829464973879861,-0.703357217331792,-1.2741743275135906,-2.7395114940292604,2.774561104960849,0.264587669081577,0.2075037675111383,-0.9355227694464658,0.6216149932337884,-0.575196149337505,0.8514352208231354,-0.2380133427400678
1981-04-30,-2.284245255081698,0.8646606140005036,2.4897495173549675,-0.5442960310935856,2.1820180689177056,0.6335665926354217,-2.5242403355695533,0.6494301888679028,-0.08614373935457599,2.872825083368804,-1.7093651827846108,2.7487103850555323,0.5657231306307869,-0.4991983579583324
1981-05-31,0.6780843532546315,1.3280820112955625,-1.4186032220925975,1.4185113979346855,2.2535948152981953,0.2410654836142669,-1.1606532354464223,0.6139083235825553,0.20811271372938278,-1.8091637180896678,0.8347542151076339,3.052019578459931,1.243982463867505,-0.08140000407049526
1981-06-30,-2.947455751461006,-1.250101129024432,2.1954849374879855,-0.6897559848911116,2.9934103067171347,1.142381444795589,-1.418716916499531,-0.907457567949674,0.7955615741168971,3.401217294497603,1.853139007593855,2.1620346361694476,0.6333431888186448,0.6238670918748721
