,growth_factor_fmp,inflation_factor_fmp,real_rates_factor_fmp,credit_factor_fmp,currency_factor_fmp,liquidity_factor_fmp,tail_risk_factor_fmp,growth_factor,inflation_factor,real_rates_factor,credit_factor,currency_factor,liquidity_factor,tail_risk_factor
1973-03-31,3.0338346581392046,-2.4957998053950194,0.03501896160343811,-1.814091403070018,-1.095383989293636,7.250913096883255,6.480297844251198,-0.17214272008616338,2.910825867270417,0.4374038072534671,-0.05695457966951402,-0.09520935591133434,-1.0404397602061473,0.3284136773059034
1973-04-30,-1.019841628693091,-1.9722835469109454,0.12145006848108378,-0.8952267330668208,-0.26474880492555297,-0.7770531709407846,7.002438768187451,-0.8769082125490081,1.752139506365184,-0.09083745914019825,0.53989038870166,0.1834262245483252,-1.587501107650164,0.3989850238945272
1973-05-31,-0.8116120757361461,0.3160173339149904,0.8751312876719175,0.6121899211315484,-5.257592629340817,2.4059845259397648,1.5965822215794658,-1.2203795481474924,0.70567789629411,0.9434947175393956,-1.8617276245390042,-2.7766638653979556,-1.2210877074893904,0.08975737675445504
1973-06-30,-0.4650606517439061,0.25148027233446607,0.05716285814004178,1.877407569763284,-6.218735707449811,3.345554235169291,2.4235310431799904,-0.042126351602665466,1.6662751444864545,-1.4986795321989266,0.26092290548548486,-3.9943330862574036,-1.0004518216277347,0.07908178035703965
1973-07-31,-1.2562542036555844,1.826524834044153,1.69929563518336,-0.14413654593076206,-3.135727782675477,-8.931290432612547,-3.228566568560488,-2.6079935424845653,-1.7964742235802789,1.2084644384313827,-1.4153966590178435,-0.3500534355491491,0.7737244423049151,1.0578114234281921
1973-08-31,-0.4238481202524642,5.14965020614749,-1.3515506603417982,-0.13192475095971634,6.321480388781274,-5.398491574096482,-4.015566198249265,1.6220781688011274,4.792212551165373,-1.117876541752722,-0.11790308024958049,2.7058359327274846,-0.6531250605359906,1.8567264982520262
1973-09-30,-0.6385258349255793,0.23401057210605059,-1.1114189787921573,0.7572273384363242,-0.24425939335119,-4.935949524481299,-1.2413871453020109,0.19175315242303562,0.015003150992597376,-1.5950480202243387,3.412416296801736,-1.1294086981303444,0.24033664984474895,-0.6781260153873927
1973-10-31,0.2713757285611632,-0.21991899692772043,-0.23606556836571976,-0.12323149879758871,0.8749927852467214,2.252581347512531,-0.74201823876163,0.8448010259810569,1.6680909411821643,-0.8498384984464514,1.8403425035562977,-0.21898198144048323,1.2338750036284372,-1.0983476840632453
1973-11-30,3.026960748114903,1.873832054366124,-0.07404855559406583,0.8250557215497081,6.360636439900585,7.7296793027785595,0.652197074524755,0.5543932756967306,0.9719273929377936,-0.11597292555500908,1.026911476784281,2.910008540185559,0.45676841109446037,0.7498773981276993
1973-12-31,6.338133033638707,-0.6436552628342773,-0.9626725809203265,-1.228253743760823,-0.7191442080097025,4.645119832041423,4.270063020590561,-1.65458153063205,1.5871947099688895,-1.4130651753773227,0.22195415400705149,1.3617907740999065,1.8134196551948265,0.5538019492496022
1974-01-31,-8.334022038514416,28.604525961719226,-2.1329086056285607,-4.750200476513932,2.5324034792563714,-24.092689579280318,-17.791551066128015,-0.5993407238606558,2.122573591653613,-0.7116262779742474,-1.7804940015981425,2.256820539054992,1.2923926563945933,1.8789963631533193
1974-02-28,-0.17513556006529224,0.07666854133247761,0.2585662977941589,1.1699154179679545,-5.470886873415903,4.766470102787822,1.9215042079801423,-1.2673581238777105,2.013297365703129,-0.5014451779762278,0.6454005615814151,-2.5418115208133254,-0.11966519662319362,-1.0076373103722522
1974-03-31,-0.276569876939402,-0.8375912920257472,1.3956371340872662,0.9395336497605632,-3.10650952989774,5.597669027269338,4.092591390128548,1.0482684277638572,1.9193838795231681,1.3519643643648822,-1.2862078500203526,-2.827555544140639,-0.443036340201232,0.6536543273518666
1974-04-30,-1.7249765448918442,-2.1275827947732595,1.1584930517204968,-1.4095222781613639,0.153919715256703,-0.959670376203671,5.338200157335273,-0.7184982255611406,0.4116970052458586,0.8834860399327599,-0.5838623670578031,-1.5009677861875421,-1.4222548518519926,0.8313078896124974
1974-05-31,8.692010278098993,-0.5524255954100312,-0.8710470592800056,-1.5579945118230936,4.624758120425146,11.136450116424347,1.840105149468572,-1.477065059245671,1.5704855299158438,-0.6187873211663053,0.798402311942075,0.6228921087775826,0.35243783795476696,0.1461472385241325
1974-06-30,4.502427751228227,2.7251304153914493,-0.7647950782882064,1.255204867576692,2.1859557773749416,1.4205756174459436,-4.010290418610532,-0.36623165746500674,0.9561828874675147,-2.352423062909727,2.0118318903206247,0.49391269926643533,-1.377622714259879,-0.18813830429161843
1974-07-31,0.6820722046723258,2.2950996852653227,0.22467856541006528,0.8639857790100842,1.9594919599005274,-4.685475889919181,-1.8763963632840182,0.01728324871624606,0.3549965807406101,-0.3991894025901387,-0.4228510170923066,-0.32386003548312153,-0.07585406667350822,0.5943929233175431
1974-08-31,2.3606451361477356,0.5909505779439603,0.42065223848720423,1.416317822025613,2.437225922606221,9.472023727825567,3.935300000113064,-0.6778993533465463,2.0592767620516783,0.1988262886033033,0.5457698733835447,2.225685886129387,1.0596687828813092,-0.36646706521836575
1974-09-30,-2.0826804638709167,2.252621764374832,-0.27810854254008116,3.232582462686701,1.054341557608645,4.569989693469888,-0.4594643218970157,-2.245070777813311,2.4735099515305055,-0.9987003541172379,3.2538408090956987,1.0968648536455496,0.5139282811836673,0.5675645497730303
1974-10-31,-6.260814097895874,0.08882648352652588,-0.6829773681470069,-1.0085640524616788,-3.7550619705405315,-16.894312053734968,0.16102056705681742,-1.1332106975475496,0.7941644078626662,-0.7345038222462802,2.9688078200958525,-1.038971503161545,0.8830885042846709,0.36726046053323663
1974-11-30,-0.692320681588112,0.7701201049104336,-0.17302614786413653,2.6459509712071996,-3.6700747990304543,8.227522320408402,1.3277753188210972,-1.5288262363002278,1.3205441694315896,-0.6412952393206258,0.6760186725848574,-2.14441844512136,0.7370616864903781,-0.6914920367079136
1974-12-31,-1.3859241694864057,1.741353039412342,-0.8056356776961658,3.16882941178704,-0.4621652914221071,1.3148789753261951,-2.309127776024866,-2.1557164381018814,0.7565708986812901,-1.9730358284179976,2.6096682172053907,-1.556606087869513,0.40982147882868253,0.6003790970075112
1975-01-31,-5.083697047385526,-0.8912212397297073,-0.018675621726751638,-0.5824905840492688,-2.979069364953606,-8.586126315412907,-4.741844554029212,0.048778817646149296,0.7470478248383111,0.04276154603005765,-0.24816432168621688,-1.6607879875126443,-0.1899297999646805,1.4357275182583298
1975-02-28,-1.202357945728896,-1.0299249687008765,-0.36409526405887194,0.14962075357931662,-3.288448664375755,-0.2936773170225033,-0.6781104990020619,1.2949721361051936,0.18747637795266198,-0.48409811935054575,-0.8319440244467402,-2.756403326344397,-0.4455999241420224,-0.939032809465932
1975-03-31,-1.1728288212204745,-2.0073165381723657,1.111477224777295,-3.065260988389347,0.3185472452383217,-5.037652725094561,3.4078733025329777,-0.8071221431012858,-0.37164422781911943,2.1008520635786994,-3.941314683362855,0.9993710466691149,-0.5899313599793732,-0.6396108986396242
1975-04-30,-2.238198971260619,-0.5738837234831031,1.0431683762331865,-1.2945980475770158,0.7620513668239894,-6.721420218890433,-1.2709363670712763,1.9503026155661325,-0.3684219385348893,1.167944268450338,-3.020641945256234,1.3183512047834873,-0.9461638186642387,-0.7384710079186929
1975-05-31,-0.09171797937199938,0.5527427391280859,-1.0313569514180678,1.143303268513525,-1.0081974484801766,-2.0325957003148036,-1.545928177859456,1.2255901002476075,-0.9253202987772424,-1.049095646494836,1.87553982192081,-0.5232911123310331,-0.46806427267760303,-1.6088166479774457
1975-06-30,-3.231322414640586,-0.9984488862012981,1.1330167823321136,-1.2491639128456,-0.5853689840486256,-2.881618468783918,0.50868164340318,1.2632924298297896,0.7775093239678039,2.8610547559762662,0.9273747451080832,1.6011116949822841,-0.42575169196988966,0.179860077220514
1975-07-31,3.6161844101344345,-0.4215243528594454,0.9618934703092985,-2.64479731862272,3.406707689897178,7.123031603408468,2.3760190460151294,0.687809696259123,1.0471946303117023,2.47427648066984,-1.9421132070802796,4.9546658510747035,0.15780814877054328,-0.018368625237479556
1975-08-31,9.873134149597085,-1.225395078498495,-0.36262597796099044,-3.81014891592867,3.9792472431938393,2.5066804890781054,3.4092813435650187,1.325110728950478,-0.3795587542925947,0.8611954180637454,-2.5925464878923226,2.6907142607521055,-1.3253569028558934,1.1236966385918767
1975-09-30,-9.070374345654805,2.3053008011622067,1.444383185959894,2.5743709667547527,2.029413330406227,-3.9909543889566965,-5.668646778888063,0.9343671010320046,0.4796021619098244,1.3768849024461662,-0.22396434509293103,3.848557612699688,-0.48259470993182585,-0.008551034022765306
1975-10-31,-1.1644035991059374,-0.9800982406432798,-1.6985884699571956,0.7581164063979123,-1.9666840893514914,-5.922569225567286,0.4239457153209712,0.33301671419442735,-0.09852989103502488,-1.9388513282091564,2.380931424793071,-2.4296518695363747,-0.7384483615631843,-0.5259361587837172
1975-11-30,-1.0308431290562727,-1.5070591754142961,0.5201686219866047,-1.9764102559061858,1.350171193033334,-3.735218958814024,1.3829363727395312,-0.3304352539665878,0.48031711930939086,0.9720358339980076,0.16011919505462655,1.4920420042883098,-0.26816071784837925,-1.7411462989990103
1975-12-31,0.5122140366498313,0.2365948765172285,-1.3312121824524143,0.9768042441811607,-0.10665423023275104,1.2846795964741147,0.07077016308926397,0.11562808605683295,-0.10510716754498671,-2.0189672063755166,0.516608409576516,-0.19545812417328517,-0.7260667679087108,-0.9743882526557779
1976-01-31,-0.7890433701853398,0.5773867760189733,-0.4306807825979823,-0.5386913605161003,-0.9454249313082059,-6.235765639185901,-5.750055177158454,1.2192833814818087,-0.3971042010791015,-0.13984665390274434,0.8364812969404346,-0.4468162843106635,-0.0031591794662004058,-0.40412377473190425
1976-02-29,-0.28164700964182554,-0.22588107450647332,-0.11326168993475139,-0.03814690370046578,-0.7009064000375385,0.405574757725722,1.2573679731206786,0.8254238131307217,-0.9777529364144447,-0.24445476551162554,-1.5475275025130832,-0.34213863742686856,-0.6874381835067087,-0.8647479790958021
1976-03-31,1.6436742945933875,1.292978603318329,-0.8833433893405137,-1.2169384182813927,1.8079151618648075,-1.1407013262028494,-1.0891429802861006,-1.0219989266022163,-0.965251916026955,-0.46444663892052196,-0.13270614735384728,0.9863483782502689,-0.6343725421075479,-1.8744473097291094
1976-04-30,2.449963594013959,-0.6128308781939282,-0.35873652623441904,-1.3486989879259121,1.434684880405678,0.18198316708597734,1.8283824268754532,0.6720025865325459,-0.9532204439802345,0.026037878737235072,0.1983565928600731,0.2326895652002175,-0.8996932882057083,-1.8869794908905562
1976-05-31,-0.06712161087105908,0.518843054501741,0.9610771921128022,-0.5076700704572046,0.780712007317071,-0.5859677893764949,-0.6163771443176719,-0.6105894174171501,-0.06135363704433589,1.0946807428838305,-2.739017201100685,0.7788615616298347,-0.9350362583004719,-1.7509750691020929
1976-06-30,-0.751836556470808,0.35235724913347766,-0.3386699552130336,0.20496009766624834,-1.6004650541936605,-3.621922058033979,-1.6287464777453269,-0.22108320404656473,-0.060967625650939154,-0.1952228130597409,0.7231864430320457,-0.41938068050594884,-0.9711114227309904,-1.4558721341842171
1976-07-31,2.089312646082058,-0.3370624331385094,-0.46148374700862005,-0.6018273420297239,3.006397922114625,-0.5658897857501097,-0.2014168421919148,-0.7664162777676778,-0.060588808516690094,0.10234784564422651,-0.3580434785787758,-0.18147209511989768,-0.709787780141603,-0.45225946458651894
1976-08-31,0.45358769529561,1.2237415424414602,-0.7463751371724747,1.191285607093586,1.531999541399537,-2.619042814166851,-2.7462280895061864,-0.46922578277178595,-0.060216964946143085,-0.6929847764693566,-0.8192436024226829,-0.14918644262414435,-1.057911092784226,-0.920165873160723
1976-09-30,0.34319646197130615,3.6554882739382,-0.8445952990963479,1.2001131636861537,-1.6493473563577243,-2.0450969626344335,-1.2736024722909283,-0.30326072716314056,-0.05985188360582414,-0.3702422359735233,0.3134599962938228,-0.3016275577517134,-1.2997332092770575,1.5177116217942577
1976-10-31,-2.1440252395479398,0.14825818724896814,-0.278717317818854,1.4304719997393456,-0.42571374392378036,-1.9301313011916645,2.600706656112059,-0.03924606653394249,-0.059493362019814,-0.4548826949927041,0.9432912801999317,0.2548337542960934,-0.5056974828982368,-0.607667681369368
1976-11-30,1.145324127439837,0.96894618962887,-1.7274050694605525,1.9943962826199115,-1.4009575535076566,5.224879281327032,-0.7990804730091451,-0.5983296231779549,-0.6708969239625912,-1.5136885039443433,0.5179271931815522,1.5884478497164496,-0.7767269178460963,-0.2737753932217238
1976-12-31,-5.129705761334951,-0.7937637757931946,0.44591770239679007,0.014062105429047275,-4.339089203317773,-4.5608593555059125,-1.0609495286249413,1.5981519084080702,-0.05130580660148257,0.2500744475374223,2.161505921502053,-1.8643628114396105,0.1392312938212485,-0.5869958885127833
1977-01-31,0.6483519695527796,-0.474443234472627,2.106397637781009,-1.3516489355019528,-0.09763938552882223,4.368378977984246,1.2152975677668802,-0.6068572679665193,-0.051009385132831,2.7077777237485243,-3.6187507313344445,0.70474687551217,0.6854852699851448,1.439759918789594
1977-02-28,1.8882323601501196,-0.8910932468364482,0.6296696848108392,-1.0943919953735934,-1.3386118693079456,4.652174565064125,3.117766175615372,0.05499078592185694,1.4873354348133,0.44688764051992735,-1.164560995335285,0.0245996249369123,-0.4815637454889477,-0.7443881944738552
1977-03-31,1.491795974814318,-0.4410039242475044,-0.5087315440398056,-0.18088674421991863,-0.6674127123898688,5.541319862983535,1.2787821189462802,1.1062929559429322,-0.06754678100592987,0.027015908807247423,-0.37257544900251843,-0.24488106210714541,-1.0033702208634183,-0.4206356618217564
1977-04-30,-5.485350081065987,0.8415047567411146,0.5694744471599984,1.532390408474406,-1.7842933574007196,-5.562543475278808,-2.03835062916801,-0.5195644882735148,0.5540610412601791,0.19199182082704663,0.32652442510237445,0.3218410126784257,-0.8992213864285078,-1.4125914338068912
